N,w_ratio,r_min,seed,mean_inflation,mean_inflation_binding,mean_inflation_nonbinding,n_binding,n_nonbinding
8,0.0,0.9,0,0.55204663,0.7256443947368422,0.0023203749999999904,76,24
8,0.0,0.9,42,0.5543325800000001,0.7286518289473685,0.002321624999999989,76,24
8,0.0,0.9,123,0.545601,0.7171629078947369,0.002321624999999989,76,24
8,0.0,0.9,456,0.5550971100000001,0.7296577894736843,0.002321624999999989,76,24
8,0.0,0.9,789,0.5593716200000001,0.7352850394736844,0.002312458333333318,76,24
8,0.25,0.5,0,0.5565600500000001,0.7591369861111111,0.03564792857142856,72,28
8,0.25,0.5,42,0.55717112,0.7599852777777778,0.03564899999999999,72,28
8,0.25,0.5,123,0.5470174800000001,0.745883,0.03564899999999999,72,28
8,0.25,0.5,456,0.5560269400000001,0.7583961388888889,0.03564899999999999,72,28
8,0.25,0.5,789,0.55998428,0.7639628055555555,0.03546807142857142,72,28
8,0.25,0.7,0,0.5699014400000001,0.7716608356164384,0.024403814814814802,73,27
8,0.25,0.7,42,0.56602585,0.7663513972602741,0.024404925925925913,73,27
8,0.25,0.7,123,0.57010465,0.7719387945205479,0.024404925925925913,73,27
8,0.25,0.7,456,0.5747977400000002,0.7783676849315068,0.024404925925925913,73,27
8,0.25,0.7,789,0.57816301,0.7829813013698631,0.024395037037037024,73,27
8,0.25,0.9,0,0.56525808,0.7430278815789474,0.0023203749999999904,76,24
8,0.25,0.9,42,0.56934446,0.748404302631579,0.002321624999999989,76,24
8,0.25,0.9,123,0.55379698,0.7279470921052632,0.002321624999999989,76,24
8,0.25,0.9,456,0.56595839,0.7439489473684211,0.002321624999999989,76,24
8,0.25,0.9,789,0.5710306700000001,0.7506258947368422,0.002312458333333318,76,24
8,0.5,0.5,0,0.5565600500000001,0.7591369861111111,0.03564792857142856,72,28
8,0.5,0.5,42,0.56069132,0.7648744444444444,0.03564899999999999,72,28
8,0.5,0.5,123,0.5470174800000001,0.745883,0.03564899999999999,72,28
8,0.5,0.5,456,0.5560269400000001,0.7583961388888889,0.03564899999999999,72,28
8,0.5,0.5,789,0.55998428,0.7639628055555555,0.03546807142857142,72,28
8,0.5,0.7,0,0.57962348,0.784978698630137,0.024403814814814802,73,27
8,0.5,0.7,42,0.5863228500000001,0.7941555068493151,0.024404925925925913,73,27
8,0.5,0.7,123,0.58372608,0.7905982876712329,0.024404925925925913,73,27
8,0.5,0.7,456,0.5795003800000001,0.7848096575342465,0.024404925925925913,73,27
8,0.5,0.7,789,0.5867026200000001,0.794679397260274,0.024395037037037024,73,27
8,0.5,0.9,0,0.5902969100000001,0.7759737105263159,0.0023203749999999904,76,24
8,0.5,0.9,42,0.6068416200000001,0.7977426710526315,0.002321624999999989,76,24
8,0.5,0.9,123,0.59417673,0.7810783421052632,0.002321624999999989,76,24
8,0.5,0.9,456,0.6106919700000001,0.8028089210526317,0.002321624999999989,76,24
8,0.5,0.9,789,0.60483412,0.7951041184210528,0.002312458333333318,76,24
8,1.0,0.5,0,0.56075839,0.7649680138888889,0.03564792857142856,72,28
8,1.0,0.5,42,0.56069132,0.7648744444444444,0.03564899999999999,72,28
8,1.0,0.5,123,0.5470174800000001,0.745883,0.03564899999999999,72,28
8,1.0,0.5,456,0.5560269400000001,0.7583961388888889,0.03564899999999999,72,28
8,1.0,0.5,789,0.55998428,0.7639628055555555,0.03546807142857142,72,28
8,1.0,0.7,0,0.5869713,0.7950442054794521,0.024403814814814802,73,27
8,1.0,0.7,42,0.5898800200000001,0.7990283424657535,0.024404925925925913,73,27
8,1.0,0.7,123,0.5911621499999999,0.8007846849315068,0.024404925925925913,73,27
